city,state,street_number,street_name,scientific_name,common_name,height_range,width,diameter_breast_height_range,scientific_name_old,common_name_old,address,height_binned_m,diameter_breast_height_binned,diameter_breast_height_binned_cm,nonmatch,word_count_name,genus_only,native,latitude,longitude
Nashville,Tennessee,,TITANS WY,Cornus kousa,Kousa dogwood,6 to 10 ft,6 to 10,6 to 10 in,Cornus kousa,Kousa Dogwood,nan Titans Wy,,6 to 10 in,,False,2,no,FALSE,36.1654234,-86.7733977
Nashville,Tennessee,,TITANS WY,Cornus kousa,Kousa dogwood,6 to 10 ft,6 to 10,6 to 10 in,Cornus kousa,Kousa Dogwood,nan Titans Wy,,6 to 10 in,,False,2,no,FALSE,36.1654234,-86.7733977
Nashville,Tennessee,,DEADERICK ST,Liquidambar styraciflua,Sweetgum,21 to 25 ft,16 to 20,16 to 20 in,Liquidambar styraciflua cv.,Sweetgum,nan Deaderick St,,16 to 20 in,,False,2,no,TRUE,36.1657791,-86.7804127
Nashville,Tennessee,,TITANS WY,Cornus kousa,Kousa dogwood,6 to 10 ft,6 to 10,6 to 10 in,Cornus kousa,Kousa Dogwood,nan Titans Wy,,6 to 10 in,,False,2,no,FALSE,36.1654234,-86.7733977
Nashville,Tennessee,,TITANS WY,Cornus kousa,Kousa dogwood,6 to 10 ft,6 to 10,6 to 10 in,Cornus kousa,Kousa Dogwood,nan Titans Wy,,6 to 10 in,,False,2,no,FALSE,36.1654234,-86.7733977
Nashville,Tennessee,,DEADERICK ST,Liquidambar styraciflua,Sweetgum,16 to 20 ft,16 to 20,16 to 20 in,Liquidambar styraciflua cv.,Sweetgum,nan Deaderick St,,16 to 20 in,,False,2,no,TRUE,36.1657791,-86.7804127
Nashville,Tennessee,,TITANS WY,Cornus kousa,Kousa dogwood,6 to 10 ft,6 to 10,6 to 10 in,Cornus kousa,Kousa Dogwood,nan Titans Wy,,6 to 10 in,,False,2,no,FALSE,36.1654234,-86.7733977
Nashville,Tennessee,,TITANS WY,Cornus kousa,Kousa dogwood,6 to 10 ft,6 to 10,6 to 10 in,Cornus kousa,Kousa Dogwood,nan Titans Wy,,6 to 10 in,,False,2,no,FALSE,36.1654234,-86.7733977
Nashville,Tennessee,,DEADERICK ST,Liquidambar styraciflua,Sweetgum,21 to 25 ft,16 to 20,16 to 20 in,Liquidambar styraciflua cv.,Sweetgum,nan Deaderick St,,16 to 20 in,,False,2,no,TRUE,36.1657791,-86.7804127
Nashville,Tennessee,,TITANS WY,Cornus kousa,Kousa dogwood,6 to 10 ft,6 to 10,6 to 10 in,Cornus kousa,Kousa Dogwood,nan Titans Wy,,6 to 10 in,,False,2,no,FALSE,36.1654234,-86.7733977
Nashville,Tennessee,,TITANS WY,Koelreuteria paniculata,Golden rain tree,6 to 10 ft,6 to 10,6 to 10 in,Koelreuteria paniculata,Golden Rain Tree,nan Titans Wy,,6 to 10 in,,False,2,no,FALSE,36.1654234,-86.7733977
Nashville,Tennessee,,TITANS WY,Koelreuteria paniculata,Golden rain tree,6 to 10 ft,6 to 10,6 to 10 in,Koelreuteria paniculata,Golden Rain Tree,nan Titans Wy,,6 to 10 in,,False,2,no,FALSE,36.1654234,-86.7733977
Nashville,Tennessee,,TITANS WY,Koelreuteria paniculata,Golden rain tree,6 to 10 ft,6 to 10,6 to 10 in,Koelreuteria paniculata,Golden Rain Tree,nan Titans Wy,,6 to 10 in,,False,2,no,FALSE,36.1654234,-86.7733977
Nashville,Tennessee,,TITANS WY,Liquidambar styraciflua,Sweetgum,6 to 10 ft,6 to 10,6 to 10 in,Liquidambar styraciflua cv.,Sweetgum,nan Titans Wy,,6 to 10 in,,False,2,no,TRUE,36.1654234,-86.7733977
Nashville,Tennessee,,DEADERICK ST,Liquidambar styraciflua,Sweetgum,16 to 20 ft,16 to 20,16 to 20 in,Liquidambar styraciflua cv.,Sweetgum,nan Deaderick St,,16 to 20 in,,False,2,no,TRUE,36.1657791,-86.7804127
Nashville,Tennessee,,TITANS WY,Liquidambar styraciflua,Sweetgum,11 to 15 ft,6 to 10,6 to 10 in,Liquidambar styraciflua cv.,Sweetgum,nan Titans Wy,,6 to 10 in,,False,2,no,TRUE,36.1654234,-86.7733977
Nashville,Tennessee,,DEADERICK ST,Liquidambar styraciflua,Sweetgum,16 to 20 ft,16 to 20,16 to 20 in,Liquidambar styraciflua cv.,Sweetgum,nan Deaderick St,,16 to 20 in,,False,2,no,TRUE,36.1657791,-86.7804127
Nashville,Tennessee,,TITANS WY,Liquidambar styraciflua,Sweetgum,11 to 15 ft,6 to 10,6 to 10 in,Liquidambar styraciflua cv.,Sweetgum,nan Titans Wy,,6 to 10 in,,False,2,no,TRUE,36.1654234,-86.7733977
Nashville,Tennessee,,DEADERICK ST,Pyrus calleryana,Bradford pear,26 to 30 ft,26 to 30,26 to 30 in,Pyrus calleryana,Bradford Pear,nan Deaderick St,,26 to 30 in,,False,2,no,FALSE,36.1657791,-86.7804127
Nashville,Tennessee,,DEADERICK ST,Pyrus calleryana,Bradford pear,21 to 25 ft,26 to 30,26 to 30 in,Pyrus calleryana,Bradford Pear,nan Deaderick St,,26 to 30 in,,False,2,no,FALSE,36.1657791,-86.7804127
Nashville,Tennessee,,DEADERICK ST,Pyrus calleryana,Bradford pear,21 to 25 ft,26 to 30,26 to 30 in,Pyrus calleryana,Bradford Pear,nan Deaderick St,,26 to 30 in,,False,2,no,FALSE,36.1657791,-86.7804127
Nashville,Tennessee,,DEADERICK ST,Pyrus calleryana,Bradford pear,21 to 25 ft,31 to 35,31 to 35 in,Pyrus calleryana,Bradford Pear,nan Deaderick St,,31 to 35 in,,False,2,no,FALSE,36.1657791,-86.7804127
Nashville,Tennessee,,DEADERICK ST,Pyrus calleryana,Bradford pear,26 to 30 ft,26 to 30,26 to 30 in,Pyrus calleryana,Bradford Pear,nan Deaderick St,,26 to 30 in,,False,2,no,FALSE,36.1657791,-86.7804127
Nashville,Tennessee,,TITANS WY,Liquidambar styraciflua,Sweetgum,16 to 20 ft,6 to 10,6 to 10 in,Liquidambar styraciflua cv.,Sweetgum,nan Titans Wy,,6 to 10 in,,False,2,no,TRUE,36.1654234,-86.7733977
Nashville,Tennessee,,TITANS WY,Liquidambar styraciflua,Sweetgum,11 to 15 ft,6 to 10,6 to 10 in,Liquidambar styraciflua cv.,Sweetgum,nan Titans Wy,,6 to 10 in,,False,2,no,TRUE,36.1654234,-86.7733977
Nashville,Tennessee,,TITANS WY,Liquidambar styraciflua,Sweetgum,11 to 15 ft,6 to 10,6 to 10 in,Liquidambar styraciflua cv.,Sweetgum,nan Titans Wy,,6 to 10 in,,False,2,no,TRUE,36.1654234,-86.7733977
Nashville,Tennessee,,DEADERICK ST,Quercus phellos,Willow oak,26 to 30 ft,26 to 30,26 to 30 in,Quercus phellos,Willow Oak,nan Deaderick St,,26 to 30 in,,False,2,no,TRUE,36.1657791,-86.7804127
Nashville,Tennessee,,DEADERICK ST,Quercus phellos,Willow oak,21 to 25 ft,21 to 25,21 to 25 in,Quercus phellos,Willow Oak,nan Deaderick St,,21 to 25 in,,False,2,no,TRUE,36.1657791,-86.7804127
Nashville,Tennessee,,DEADERICK ST,Quercus phellos,Willow oak,26 to 30 ft,26 to 30,26 to 30 in,Quercus phellos,Willow Oak,nan Deaderick St,,26 to 30 in,,False,2,no,TRUE,36.1657791,-86.7804127
Nashville,Tennessee,,DEADERICK ST,Quercus phellos,Willow oak,21 to 25 ft,21 to 25,21 to 25 in,Quercus phellos,Willow Oak,nan Deaderick St,,21 to 25 in,,False,2,no,TRUE,36.1657791,-86.7804127
Nashville,Tennessee,,TITANS WY,Liquidambar styraciflua,Sweetgum,16 to 20 ft,6 to 10,6 to 10 in,Liquidambar styraciflua cv.,Sweetgum,nan Titans Wy,,6 to 10 in,,False,2,no,TRUE,36.1654234,-86.7733977
Nashville,Tennessee,,DEADERICK ST,Quercus phellos,Willow oak,21 to 25 ft,21 to 25,21 to 25 in,Quercus phellos,Willow Oak,nan Deaderick St,,21 to 25 in,,False,2,no,TRUE,36.1657791,-86.7804127
Nashville,Tennessee,,DEADERICK ST,Quercus phellos,Willow oak,26 to 30 ft,16 to 20,16 to 20 in,Quercus phellos,Willow Oak,nan Deaderick St,,16 to 20 in,,False,2,no,TRUE,36.1657791,-86.7804127
Nashville,Tennessee,,DEADERICK ST,Quercus phellos,Willow oak,21 to 25 ft,21 to 25,21 to 25 in,Quercus phellos,Willow Oak,nan Deaderick St,,21 to 25 in,,False,2,no,TRUE,36.1657791,-86.7804127
Nashville,Tennessee,,DEADERICK ST,Quercus phellos,Willow oak,21 to 25 ft,21 to 25,21 to 25 in,Quercus phellos,Willow Oak,nan Deaderick St,,21 to 25 in,,False,2,no,TRUE,36.1657791,-86.7804127
Nashville,Tennessee,,DEADERICK ST,Quercus phellos,Willow oak,16 to 20 ft,16 to 20,16 to 20 in,Quercus phellos,Willow Oak,nan Deaderick St,,16 to 20 in,,False,2,no,TRUE,36.1657791,-86.7804127
Nashville,Tennessee,,DEADERICK ST,Quercus phellos,Willow oak,26 to 30 ft,16 to 20,16 to 20 in,Quercus phellos,Willow Oak,nan Deaderick St,,16 to 20 in,,False,2,no,TRUE,36.1657791,-86.7804127
Nashville,Tennessee,,DEADERICK ST,Quercus phellos,Willow oak,26 to 30 ft,21 to 25,21 to 25 in,Quercus phellos,Willow Oak,nan Deaderick St,,21 to 25 in,,False,2,no,TRUE,36.1657791,-86.7804127
Nashville,Tennessee,,DEADERICK ST,Quercus phellos,Willow oak,21 to 25 ft,16 to 20,16 to 20 in,Quercus phellos,Willow Oak,nan Deaderick St,,16 to 20 in,,False,2,no,TRUE,36.1657791,-86.7804127
Nashville,Tennessee,,DEADERICK ST,Quercus phellos,Willow oak,21 to 25 ft,16 to 20,16 to 20 in,Quercus phellos,Willow Oak,nan Deaderick St,,16 to 20 in,,False,2,no,TRUE,36.1657791,-86.7804127
Nashville,Tennessee,,DEADERICK ST,Quercus phellos,Willow oak,26 to 30 ft,21 to 25,21 to 25 in,Quercus phellos,Willow Oak,nan Deaderick St,,21 to 25 in,,False,2,no,TRUE,36.1657791,-86.7804127
Nashville,Tennessee,,DEADERICK ST,Quercus phellos,Willow oak,26 to 30 ft,21 to 25,21 to 25 in,Quercus phellos,Willow Oak,nan Deaderick St,,21 to 25 in,,False,2,no,TRUE,36.1657791,-86.7804127
Nashville,Tennessee,,DEADERICK ST,Quercus phellos,Willow oak,16 to 20 ft,16 to 20,16 to 20 in,Quercus phellos,Willow Oak,nan Deaderick St,,16 to 20 in,,False,2,no,TRUE,36.1657791,-86.7804127
Nashville,Tennessee,,DEADERICK ST,Quercus phellos,Willow oak,31 to 35 ft,21 to 25,21 to 25 in,Quercus phellos,Willow Oak,nan Deaderick St,,21 to 25 in,,False,2,no,TRUE,36.1657791,-86.7804127
Nashville,Tennessee,,DEADERICK ST,Quercus phellos,Willow oak,16 to 20 ft,21 to 25,21 to 25 in,Quercus phellos,Willow Oak,nan Deaderick St,,21 to 25 in,,False,2,no,TRUE,36.1657791,-86.7804127
Nashville,Tennessee,,DEADERICK ST,Quercus phellos,Willow oak,21 to 25 ft,21 to 25,21 to 25 in,Quercus phellos,Willow Oak,nan Deaderick St,,21 to 25 in,,False,2,no,TRUE,36.1657791,-86.7804127
Nashville,Tennessee,,TITANS WY,Liquidambar styraciflua,Sweetgum,11 to 15 ft,6 to 10,6 to 10 in,Liquidambar styraciflua cv.,Sweetgum,nan Titans Wy,,6 to 10 in,,False,2,no,TRUE,36.1654234,-86.7733977
Nashville,Tennessee,,DEADERICK ST,Quercus phellos,Willow oak,26 to 30 ft,16 to 20,16 to 20 in,Quercus phellos,Willow Oak,nan Deaderick St,,16 to 20 in,,False,2,no,TRUE,36.1657791,-86.7804127
Nashville,Tennessee,,DEADERICK ST,Quercus phellos,Willow oak,16 to 20 ft,16 to 20,16 to 20 in,Quercus phellos,Willow Oak,nan Deaderick St,,16 to 20 in,,False,2,no,TRUE,36.1657791,-86.7804127
Nashville,Tennessee,,DEADERICK ST,Quercus phellos,Willow oak,11 to 15 ft,16 to 20,16 to 20 in,Quercus phellos,Willow Oak,nan Deaderick St,,16 to 20 in,,False,2,no,TRUE,36.1657791,-86.7804127
Nashville,Tennessee,,TITANS WY,Liquidambar styraciflua,Sweetgum,11 to 15 ft,6 to 10,6 to 10 in,Liquidambar styraciflua cv.,Sweetgum,nan Titans Wy,,6 to 10 in,,False,2,no,TRUE,36.1654234,-86.7733977
Nashville,Tennessee,,DEADERICK ST,Quercus shumardii,Shumard oak,31 to 35 ft,21 to 25,21 to 25 in,Quercus shumardii,Shumard Oak,nan Deaderick St,,21 to 25 in,,False,2,no,TRUE,36.1657791,-86.7804127
Nashville,Tennessee,,DEADERICK ST,Quercus shumardii,Shumard oak,16 to 20 ft,21 to 25,21 to 25 in,Quercus shumardii,Shumard Oak,nan Deaderick St,,21 to 25 in,,False,2,no,TRUE,36.1657791,-86.7804127
Nashville,Tennessee,,DEADERICK ST,Quercus shumardii,Shumard oak,21 to 25 ft,21 to 25,21 to 25 in,Quercus shumardii,Shumard Oak,nan Deaderick St,,21 to 25 in,,False,2,no,TRUE,36.1657791,-86.7804127
Nashville,Tennessee,,TITANS WY,Liquidambar styraciflua,Sweetgum,11 to 15 ft,6 to 10,6 to 10 in,Liquidambar styraciflua cv.,Sweetgum,nan Titans Wy,,6 to 10 in,,False,2,no,TRUE,36.1654234,-86.7733977
Nashville,Tennessee,,TITANS WY,Liquidambar styraciflua,Sweetgum,11 to 15 ft,6 to 10,6 to 10 in,Liquidambar styraciflua cv.,Sweetgum,nan Titans Wy,,6 to 10 in,,False,2,no,TRUE,36.1654234,-86.7733977
Nashville,Tennessee,,TITANS WY,Liquidambar styraciflua,Sweetgum,11 to 15 ft,6 to 10,6 to 10 in,Liquidambar styraciflua cv.,Sweetgum,nan Titans Wy,,6 to 10 in,,False,2,no,TRUE,36.1654234,-86.7733977
Nashville,Tennessee,,TITANS WY,Liquidambar styraciflua,Sweetgum,11 to 15 ft,6 to 10,6 to 10 in,Liquidambar styraciflua cv.,Sweetgum,nan Titans Wy,,6 to 10 in,,False,2,no,TRUE,36.1654234,-86.7733977
Nashville,Tennessee,,TITANS WY,Liquidambar styraciflua,Sweetgum,11 to 15 ft,6 to 10,6 to 10 in,Liquidambar styraciflua cv.,Sweetgum,nan Titans Wy,,6 to 10 in,,False,2,no,TRUE,36.1654234,-86.7733977
Nashville,Tennessee,,TITANS WY,Liquidambar styraciflua,Sweetgum,11 to 15 ft,6 to 10,6 to 10 in,Liquidambar styraciflua cv.,Sweetgum,nan Titans Wy,,6 to 10 in,,False,2,no,TRUE,36.1654234,-86.7733977
Nashville,Tennessee,,TITANS WY,Liquidambar styraciflua,Sweetgum,11 to 15 ft,6 to 10,6 to 10 in,Liquidambar styraciflua cv.,Sweetgum,nan Titans Wy,,6 to 10 in,,False,2,no,TRUE,36.1654234,-86.7733977
Nashville,Tennessee,,TITANS WY,Liquidambar styraciflua,Sweetgum,11 to 15 ft,6 to 10,6 to 10 in,Liquidambar styraciflua cv.,Sweetgum,nan Titans Wy,,6 to 10 in,,False,2,no,TRUE,36.1654234,-86.7733977
Nashville,Tennessee,,TITANS WY,Liquidambar styraciflua,Sweetgum,6 to 10 ft,6 to 10,6 to 10 in,Liquidambar styraciflua cv.,Sweetgum,nan Titans Wy,,6 to 10 in,,False,2,no,TRUE,36.1654234,-86.7733977
Nashville,Tennessee,,TITANS WY,Liquidambar styraciflua,Sweetgum,11 to 15 ft,6 to 10,6 to 10 in,Liquidambar styraciflua cv.,Sweetgum,nan Titans Wy,,6 to 10 in,,False,2,no,TRUE,36.1654234,-86.7733977
Nashville,Tennessee,,TITANS WY,Liquidambar styraciflua,Sweetgum,11 to 15 ft,6 to 10,6 to 10 in,Liquidambar styraciflua cv.,Sweetgum,nan Titans Wy,,6 to 10 in,,False,2,no,TRUE,36.1654234,-86.7733977
Nashville,Tennessee,,TITANS WY,Liquidambar styraciflua,Sweetgum,11 to 15 ft,6 to 10,6 to 10 in,Liquidambar styraciflua cv.,Sweetgum,nan Titans Wy,,6 to 10 in,,False,2,no,TRUE,36.1654234,-86.7733977
Nashville,Tennessee,,TITANS WY,Liquidambar styraciflua,Sweetgum,6 to 10 ft,6 to 10,6 to 10 in,Liquidambar styraciflua cv.,Sweetgum,nan Titans Wy,,6 to 10 in,,False,2,no,TRUE,36.1654234,-86.7733977
Nashville,Tennessee,,TITANS WY,Liquidambar styraciflua,Sweetgum,11 to 15 ft,6 to 10,6 to 10 in,Liquidambar styraciflua cv.,Sweetgum,nan Titans Wy,,6 to 10 in,,False,2,no,TRUE,36.1654234,-86.7733977
Nashville,Tennessee,,TITANS WY,Liquidambar styraciflua,Sweetgum,11 to 15 ft,6 to 10,6 to 10 in,Liquidambar styraciflua cv.,Sweetgum,nan Titans Wy,,6 to 10 in,,False,2,no,TRUE,36.1654234,-86.7733977
Nashville,Tennessee,,TITANS WY,Liquidambar styraciflua,Sweetgum,16 to 20 ft,6 to 10,6 to 10 in,Liquidambar styraciflua cv.,Sweetgum,nan Titans Wy,,6 to 10 in,,False,2,no,TRUE,36.1654234,-86.7733977
Nashville,Tennessee,,TITANS WY,Liquidambar styraciflua,Sweetgum,11 to 15 ft,6 to 10,6 to 10 in,Liquidambar styraciflua cv.,Sweetgum,nan Titans Wy,,6 to 10 in,,False,2,no,TRUE,36.1654234,-86.7733977
Nashville,Tennessee,,TITANS WY,Liquidambar styraciflua,Sweetgum,11 to 15 ft,6 to 10,6 to 10 in,Liquidambar styraciflua cv.,Sweetgum,nan Titans Wy,,6 to 10 in,,False,2,no,TRUE,36.1654234,-86.7733977
Nashville,Tennessee,,TITANS WY,Liquidambar styraciflua,Sweetgum,11 to 15 ft,6 to 10,6 to 10 in,Liquidambar styraciflua cv.,Sweetgum,nan Titans Wy,,6 to 10 in,,False,2,no,TRUE,36.1654234,-86.7733977
Nashville,Tennessee,,TITANS WY,Liquidambar styraciflua,Sweetgum,11 to 15 ft,6 to 10,6 to 10 in,Liquidambar styraciflua cv.,Sweetgum,nan Titans Wy,,6 to 10 in,,False,2,no,TRUE,36.1654234,-86.7733977
Nashville,Tennessee,,TITANS WY,Liquidambar styraciflua,Sweetgum,11 to 15 ft,6 to 10,6 to 10 in,Liquidambar styraciflua cv.,Sweetgum,nan Titans Wy,,6 to 10 in,,False,2,no,TRUE,36.1654234,-86.7733977
Nashville,Tennessee,,TITANS WY,Liquidambar styraciflua,Sweetgum,11 to 15 ft,6 to 10,6 to 10 in,Liquidambar styraciflua cv.,Sweetgum,nan Titans Wy,,6 to 10 in,,False,2,no,TRUE,36.1654234,-86.7733977
Nashville,Tennessee,,TITANS WY,Liquidambar styraciflua,Sweetgum,11 to 15 ft,6 to 10,6 to 10 in,Liquidambar styraciflua cv.,Sweetgum,nan Titans Wy,,6 to 10 in,,False,2,no,TRUE,36.1654234,-86.7733977
Nashville,Tennessee,,TITANS WY,Liquidambar styraciflua,Sweetgum,6 to 10 ft,6 to 10,6 to 10 in,Liquidambar styraciflua cv.,Sweetgum,nan Titans Wy,,6 to 10 in,,False,2,no,TRUE,36.1654234,-86.7733977
Nashville,Tennessee,,TITANS WY,,species,6 to 10 ft,6 to 10,6 to 10 in,Other Species,Other Species,nan Titans Wy,,6 to 10 in,,False,0,no,no_info,36.1654234,-86.7733977
Nashville,Tennessee,,TITANS WY,,species,6 to 10 ft,6 to 10,6 to 10 in,Other Species,Other Species,nan Titans Wy,,6 to 10 in,,False,0,no,no_info,36.1654234,-86.7733977
Nashville,Tennessee,,TITANS WY,,species,11 to 15 ft,6 to 10,6 to 10 in,Other Species,Other Species,nan Titans Wy,,6 to 10 in,,False,0,no,no_info,36.1654234,-86.7733977
Nashville,Tennessee,,TITANS WY,,species,6 to 10 ft,6 to 10,6 to 10 in,Other Species,Other Species,nan Titans Wy,,6 to 10 in,,False,0,no,no_info,36.1654234,-86.7733977
Nashville,Tennessee,,DEADERICK ST,Zelkova serrata,Japanese zelkova,11 to 15 ft,16 to 20,16 to 20 in,Zelkova serrata,Japanese Zelkova,nan Deaderick St,,16 to 20 in,,False,2,no,FALSE,36.1657791,-86.7804127
Nashville,Tennessee,,DEADERICK ST,Zelkova serrata,Japanese zelkova,11 to 15 ft,21 to 25,21 to 25 in,Zelkova serrata,Japanese Zelkova,nan Deaderick St,,21 to 25 in,,False,2,no,FALSE,36.1657791,-86.7804127
Nashville,Tennessee,,TITANS WY,,species,11 to 15 ft,6 to 10,6 to 10 in,Other Species,Other Species,nan Titans Wy,,6 to 10 in,,False,0,no,no_info,36.1654234,-86.7733977
Nashville,Tennessee,,DEADERICK ST,Zelkova serrata,Japanese zelkova,11 to 15 ft,16 to 20,16 to 20 in,Zelkova serrata,Japanese Zelkova,nan Deaderick St,,16 to 20 in,,False,2,no,FALSE,36.1657791,-86.7804127
Nashville,Tennessee,,TITANS WY,,species,11 to 15 ft,6 to 10,6 to 10 in,Other Species,Other Species,nan Titans Wy,,6 to 10 in,,False,0,no,no_info,36.1654234,-86.7733977
Nashville,Tennessee,,TITANS WY,,species,11 to 15 ft,6 to 10,6 to 10 in,Other Species,Other Species,nan Titans Wy,,6 to 10 in,,False,0,no,no_info,36.1654234,-86.7733977
Nashville,Tennessee,,TITANS WY,,species,6 to 10 ft,6 to 10,6 to 10 in,Other Species,Other Species,nan Titans Wy,,6 to 10 in,,False,0,no,no_info,36.1654234,-86.7733977
Nashville,Tennessee,,DEADERICK ST,Zelkova serrata,Japanese zelkova,16 to 20 ft,16 to 20,16 to 20 in,Zelkova serrata,Japanese Zelkova,nan Deaderick St,,16 to 20 in,,False,2,no,FALSE,36.1657791,-86.7804127
Nashville,Tennessee,,TITANS WY,,species,6 to 10 ft,6 to 10,6 to 10 in,Other Species,Other Species,nan Titans Wy,,6 to 10 in,,False,0,no,no_info,36.1654234,-86.7733977
Nashville,Tennessee,,TITANS WY,,species,11 to 15 ft,6 to 10,6 to 10 in,Other Species,Other Species,nan Titans Wy,,6 to 10 in,,False,0,no,no_info,36.1654234,-86.7733977
Nashville,Tennessee,,TITANS WY,,species,11 to 15 ft,6 to 10,6 to 10 in,Other Species,Other Species,nan Titans Wy,,6 to 10 in,,False,0,no,no_info,36.1654234,-86.7733977
Nashville,Tennessee,,DEADERICK ST,Zelkova serrata,Japanese zelkova,11 to 15 ft,16 to 20,16 to 20 in,Zelkova serrata,Japanese Zelkova,nan Deaderick St,,16 to 20 in,,False,2,no,FALSE,36.1657791,-86.7804127
Nashville,Tennessee,,TITANS WY,,species,11 to 15 ft,6 to 10,6 to 10 in,Other Species,Other Species,nan Titans Wy,,6 to 10 in,,False,0,no,no_info,36.1654234,-86.7733977
Nashville,Tennessee,,TITANS WY,,species,6 to 10 ft,6 to 10,6 to 10 in,Other Species,Other Species,nan Titans Wy,,6 to 10 in,,False,0,no,no_info,36.1654234,-86.7733977
Nashville,Tennessee,,TITANS WY,,species,11 to 15 ft,6 to 10,6 to 10 in,Other Species,Other Species,nan Titans Wy,,6 to 10 in,,False,0,no,no_info,36.1654234,-86.7733977
Nashville,Tennessee,,TITANS WY,,species,6 to 10 ft,6 to 10,6 to 10 in,Other Species,Other Species,nan Titans Wy,,6 to 10 in,,False,0,no,no_info,36.1654234,-86.7733977
Nashville,Tennessee,,DEADERICK ST,Zelkova serrata,Japanese zelkova,11 to 15 ft,21 to 25,21 to 25 in,Zelkova serrata,Japanese Zelkova,nan Deaderick St,,21 to 25 in,,False,2,no,FALSE,36.1657791,-86.7804127
Nashville,Tennessee,,TITANS WY,,species,6 to 10 ft,6 to 10,6 to 10 in,Other Species,Other Species,nan Titans Wy,,6 to 10 in,,False,0,no,no_info,36.1654234,-86.7733977
Nashville,Tennessee,,DEADERICK ST,Zelkova serrata,Japanese zelkova,16 to 20 ft,16 to 20,16 to 20 in,Zelkova serrata,Japanese Zelkova,nan Deaderick St,,16 to 20 in,,False,2,no,FALSE,36.1657791,-86.7804127
Nashville,Tennessee,,TITANS WY,,species,11 to 15 ft,6 to 10,6 to 10 in,Other Species,Other Species,nan Titans Wy,,6 to 10 in,,False,0,no,no_info,36.1654234,-86.7733977
Nashville,Tennessee,,TITANS WY,,species,6 to 10 ft,6 to 10,6 to 10 in,Other Species,Other Species,nan Titans Wy,,6 to 10 in,,False,0,no,no_info,36.1654234,-86.7733977
Nashville,Tennessee,,TITANS WY,Platanus hispanica,London planetree,11 to 15 ft,6 to 10,6 to 10 in,Platanus x hispanica,London Planetree,nan Titans Wy,,6 to 10 in,,False,2,no,FALSE,36.1654234,-86.7733977
Nashville,Tennessee,,TITANS WY,Platanus hispanica,London planetree,11 to 15 ft,6 to 10,6 to 10 in,Platanus x hispanica,London Planetree,nan Titans Wy,,6 to 10 in,,False,2,no,FALSE,36.1654234,-86.7733977
Nashville,Tennessee,,DEADERICK ST,Zelkova serrata,Japanese zelkova,11 to 15 ft,16 to 20,16 to 20 in,Zelkova serrata,Japanese Zelkova,nan Deaderick St,,16 to 20 in,,False,2,no,FALSE,36.1657791,-86.7804127
Nashville,Tennessee,401.0,DEMONBREUN ST,Gleditsia triacanthos,Honey locust,26 to 30 ft,21 to 25,21 to 25 in,Gleditsia triacanthos cv.,Honey Locust,401 Demonbreun St,,21 to 25 in,,False,2,no,TRUE,36.158863,-86.775981
Nashville,Tennessee,401.0,DEMONBREUN ST,Acer griseum,Paperbark maple,26 to 30 ft,21 to 25,21 to 25 in,Acer griseum,Paperbark Maple,401 Demonbreun St,,21 to 25 in,,False,2,no,FALSE,36.158863,-86.775981
Nashville,Tennessee,401.0,DEMONBREUN ST,Acer griseum,Paperbark maple,26 to 30 ft,21 to 25,21 to 25 in,Acer griseum,Paperbark Maple,401 Demonbreun St,,21 to 25 in,,False,2,no,FALSE,36.158863,-86.775981
Nashville,Tennessee,401.0,DEMONBREUN ST,Acer griseum,Paperbark maple,26 to 30 ft,21 to 25,21 to 25 in,Acer griseum,Paperbark Maple,401 Demonbreun St,,21 to 25 in,,False,2,no,FALSE,36.158863,-86.775981
Nashville,Tennessee,401.0,DEMONBREUN ST,Acer griseum,Paperbark maple,26 to 30 ft,21 to 25,21 to 25 in,Acer griseum,Paperbark Maple,401 Demonbreun St,,21 to 25 in,,False,2,no,FALSE,36.158863,-86.775981
Nashville,Tennessee,401.0,DEMONBREUN ST,Acer griseum,Paperbark maple,26 to 30 ft,21 to 25,21 to 25 in,Acer griseum,Paperbark Maple,401 Demonbreun St,,21 to 25 in,,False,2,no,FALSE,36.158863,-86.775981
Nashville,Tennessee,401.0,DEMONBREUN ST,Acer griseum,Paperbark maple,26 to 30 ft,21 to 25,21 to 25 in,Acer griseum,Paperbark Maple,401 Demonbreun St,,21 to 25 in,,False,2,no,FALSE,36.158863,-86.775981
Nashville,Tennessee,401.0,DEMONBREUN ST,Acer griseum,Paperbark maple,26 to 30 ft,21 to 25,21 to 25 in,Acer griseum,Paperbark Maple,401 Demonbreun St,,21 to 25 in,,False,2,no,FALSE,36.158863,-86.775981
Nashville,Tennessee,401.0,DEMONBREUN ST,Acer griseum,Paperbark maple,26 to 30 ft,21 to 25,21 to 25 in,Acer griseum,Paperbark Maple,401 Demonbreun St,,21 to 25 in,,False,2,no,FALSE,36.158863,-86.775981
Nashville,Tennessee,401.0,DEMONBREUN ST,Acer saccharum,Sugar maple,21 to 25 ft,21 to 25,21 to 25 in,Acer saccharum,Sugar Maple,401 Demonbreun St,,21 to 25 in,,False,2,no,TRUE,36.158863,-86.775981
Nashville,Tennessee,401.0,DEMONBREUN ST,Acer saccharum,Sugar maple,21 to 25 ft,21 to 25,21 to 25 in,Acer saccharum,Sugar Maple,401 Demonbreun St,,21 to 25 in,,False,2,no,TRUE,36.158863,-86.775981
